fixed tweet,tweet length,number of words,number of lines,number of short words,upload hour,tweet source code,included media(?),number of user mentions,number of links,number of hashtags,emojis,pcfg rules,negativity score,neutrality score,positivity score,part of speech tagging,
"Safe Space for Smart Shoppers What the OP saidto an extent. Not asking you to follow or unfollow (100% your call), but you *need* to understand that on my feed I'm *always* going to talk about whatever I feel like. This isn't a dance party in which the DJ takes requests.",271,51,1,28,16,1,0,1,0,0,,"{""NP"": {""DT#NNP"": 2, ""CD#NN"": 1, ""NP#NP"": 1, ""DT"": 1, ""DT#NN#NN"": 1, ""NP#SBAR"": 1}, ""PP"": {""IN#SBAR"": 1}, ""WHNP"": {""WP"": 1, ""WDT"": 2}, ""VP"": {""VBZ#NP"": 2, ""VBZ#SBAR"": 1, ""VB"": 1, ""VB#PRN"": 1, ""VP#CC#VP"": 1, ""VBG#S"": 2, ""VBP#ADJP"": 2, ""VB#SBAR"": 1, ""VBP"": 2, ""VB#PP"": 1, ""VBZ#RB#NP"": 1}, ""S"": {""RB#VP"": 1, ""PP#NP#VP"": 1, ""CC#NP#ADVP#VP"": 1, ""S#VP"": 1, ""FRAG#,#S#FRAG#."": 1}, ""SBAR"": {""WHNP#S"": 2, ""IN#S"": 1, ""X#S"": 1, ""WHPP#S"": 1}, ""PRN"": {""-LRB-#NP#-RRB-"": 1}, ""FRAG"": {""S"": 1, ""ADVP#SBAR"": 1}, ""ADJP"": {""JJ"": 1, ""JJ#S"": 1}, ""X"": {""SYM"": 1}, ""WHPP"": {""IN#WHNP"": 1}}",0.053,0.819,0.128,"{""A"": 2, ""N"": 9, ""P"": 8, ""O"": 7, ""D"": 7, ""^"": 3, "","": 10, ""R"": 2, ""V"": 9, ""&"": 2, ""$"": 1, ""L"": 1}","['{""A"": 2, ""N"": 9, ""P"": 8, ""O"": 7, ""D"": 7, ""^"": 3, "","": 10, ""R"": 2, ""V"": 9, ""&"": 2, ""$"": 1, ""L"": 1}']"
"Roslyn Metchis It's possible if Beto had been looking at a May 2019 announcementand making his decision, therefore, in February/March 2019he would've had the polling putting Cornyn behind Cruz in popularity and would've considered it (not that the difference was vast). But the timing was off.",293,46,1,25,16,1,0,1,0,0,,"{""NP"": {""DT#MD#CD#NN"": 1, ""NNP#CD"": 1, ""NP#VP"": 1, ""NP#SBAR"": 1}, ""ADJP"": {""JJ"": 2, ""RP"": 1}, ""VP"": {""VBG#NP#,#ADVP#,#PP"": 1, ""VBG#PP"": 1, ""VBN#VP"": 1, ""VBD#VP"": 1, ""VBZ#ADJP#SBAR"": 1, ""VBG#NP#PP"": 1, ""VBN#NP#S"": 1, ""VB#VP"": 2, ""MD#VP"": 2, ""VBD#ADJP"": 2, ""VBN#NP#PRN"": 1, ""VP#CC#VP"": 1}, ""S"": {""CC#NP#VP#."": 1}, ""SBAR"": {""IN#S"": 1, ""S"": 1, ""RB#IN#S"": 1}, ""PRN"": {""-LRB-#SBAR#-RRB-"": 1}}",0.0,0.955,0.045,"{""^"": 7, ""L"": 1, ""A"": 2, ""P"": 6, ""V"": 11, ""D"": 5, ""$"": 2, ""N"": 6, "","": 6, ""R"": 3, ""&"": 2, ""O"": 1}","['{""^"": 7, ""L"": 1, ""A"": 2, ""P"": 6, ""V"": 11, ""D"": 5, ""$"": 2, ""N"": 6, "","": 6, ""R"": 3, ""&"": 2, ""O"": 1}']"
"Roslyn Metchis If we assume Beto was in fact deciding in December 2018 and January 2019 for his March 2019 announcement of a run, we can then see it was only by February 2019when Beto had likely already decidedthat Cruz was +5 and Cornyn +1. But I think Beto had decided on his course by then.",293,56,1,38,16,1,0,1,0,0,,"{""NP"": {""NNP#CD"": 3, ""PRP$#NNP#CD#NN"": 1, ""NP#VP"": 1, ""NNP#NNPS#NNP"": 1, ""NP#SBAR"": 1, ""CD"": 1, ""NP#CC#NP"": 1, ""RB"": 1}, ""VP"": {""VBG#PP"": 1, ""NP#PP"": 1, ""VP#CC#VP"": 1, ""VBD#PP"": 1, ""VBP#SBAR"": 2, ""VBD#ADVP#PP"": 1, ""VB#SBAR"": 1, ""MD#RB#VP"": 1, ""VBD#NP"": 1, ""ADVP#VBN#SBAR"": 1, ""VBD#ADVP#VP"": 1, ""VBN#PP#PP"": 1, ""VBD#VP"": 1}, ""S"": {""SBAR#,#NP#VP"": 1, ""CC#NP#VP#."": 1}, ""SBAR"": {""S"": 5, ""IN#S"": 1}}",0.0,1.0,0.0,"{""^"": 11, ""P"": 8, ""O"": 4, ""V"": 12, ""N"": 4, ""$"": 6, ""&"": 3, ""D"": 3, "","": 3, ""R"": 4, ""A"": 1}","['{""^"": 11, ""P"": 8, ""O"": 4, ""V"": 12, ""N"": 4, ""$"": 6, ""&"": 3, ""D"": 3, "","": 3, ""R"": 4, ""A"": 1}']"
"Roslyn Metchis When Beto chose to run in 2018, both Cruz and Cornyn were +5 according to the Texas Politics Project. The difference was that Cruz had spent two years being hammered (and embarrassed) by the president and had ""betrayed"" the party at the 2016 RNC. Cornyn doesn't have that baggage.",295,51,1,30,16,1,0,1,0,0,,"{""NP"": {""CD"": 2, ""DT#NNP#CC#NNP"": 1, ""DT#NNP#NNPS#NNP"": 1, ""CD#NNS"": 1, ""NP#VP"": 1, ""DT#CD#NN"": 1}, ""WHADVP"": {""WRB"": 1}, ""PP"": {""VBG#PP"": 1}, ""VP"": {""VB#PP"": 1, ""VBD#S"": 1, ""VBZ#SBAR"": 1, ""VBD#NP#PP"": 1, ""VBN#-LRB-#CC#VBN#-RRB-#PP"": 1, ""VBG#VP"": 1, ""VBN#NP"": 1, ""VBD#VP"": 1, ""VBN#NP#PP"": 1, ""VBD#``#VP"": 1, ""VP#CC#VP"": 1, ""VBD#SBAR"": 1, ""VBZ#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""SBAR"": {""WHADVP#S"": 1, ""IN#S"": 1}}",0.0,0.949,0.051,"{""^"": 8, ""R"": 1, ""V"": 14, ""P"": 5, ""$"": 4, "","": 8, ""D"": 8, ""&"": 3, ""N"": 8}","['{""^"": 8, ""R"": 1, ""V"": 14, ""P"": 5, ""$"": 4, "","": 8, ""D"": 8, ""&"": 3, ""N"": 8}']"
"7/ (Not being coy: Booker said that he'd pick a female running mate; he wouldn't want someone like Warren or Harris who might outshine him; he'd be expected to pick a white running mate; his political instincts would send him to a stable, less-exciting moderate; thus, Klobuchar.)",280,47,1,24,16,1,0,0,0,0,,{},0.072,0.881,0.047,"{""$"": 1, "","": 10, ""R"": 2, ""V"": 15, ""N"": 7, ""^"": 4, ""O"": 5, ""D"": 4, ""P"": 3, ""&"": 1, ""L"": 1, ""A"": 4}","['{""$"": 1, "","": 10, ""R"": 2, ""V"": 15, ""N"": 7, ""^"": 4, ""O"": 5, ""D"": 4, ""P"": 3, ""&"": 1, ""L"": 1, ""A"": 4}']"
"6/ (My presumption is outsiders like Yang either become the POTUS nom by a wild, 0.001%-likely moonshot or have no chance at the ticket. It seems Klobuchar isn't a very good fit for any ticket but a well-left male POTUS nominee like Sanders or perhapsfor other reasonsBooker.)",276,47,1,26,16,1,0,0,0,0,,"{""NP"": {""CD#NNS"": 1, ""NP#SBAR"": 1, ""DT#NNP#NN"": 1, ""DT#JJ"": 1, ""CD#NN"": 1, ""NP#:#ADJP"": 1, ""NP#,#NP"": 1, ""DT#ADJP#NN"": 1, ""DT#JJ#JJ#NNS#NN"": 1, ""NN#JJ#NN"": 1, ""NP#CC#NP"": 1}, ""PP"": {""CC#NP"": 1}, ""VP"": {""VBZ#NP"": 1, ""VB#NP#PP"": 1, ""CC#VP#CC#VP"": 1, ""VBZ#RB#NP"": 1, ""VBZ#SBAR"": 1}, ""S"": {""-LRB-#NP#VP"": 1, ""NP#VP#.#-RRB-"": 1}, ""SBAR"": {""S"": 2}, ""ADJP"": {""JJ#JJ"": 1, ""RB#JJ"": 1}}",0.102,0.767,0.131,"{"","": 6, ""D"": 9, ""N"": 8, ""V"": 6, ""P"": 5, ""^"": 5, ""!"": 1, ""A"": 5, ""$"": 1, ""&"": 3, ""O"": 1, ""R"": 3}","['{"","": 6, ""D"": 9, ""N"": 8, ""V"": 6, ""P"": 5, ""^"": 5, ""!"": 1, ""A"": 5, ""$"": 1, ""&"": 3, ""O"": 1, ""R"": 3}']"
"5/ Sloppy media coverage of Beto damages one of the top five VPOTUS candidates (the others being Buttigieg, Castro, Booker, andif Biden is the nomineeHarris). That's why I call it out. Democrats can't squander popular polsor we end up with another random VPOTUS nom like Kaine.",277,46,1,22,16,1,0,0,0,0,,"{""NP"": {""CD"": 1, ""NNP#NNS#NN"": 2, ""DT#JJ#CD"": 1, ""DT#NNS"": 2, ""NNP#,#NNP#,#NNP#,#JJ#NNP"": 1, ""NP#SBAR"": 2, ""NP#S"": 1, ""NP#PRN"": 1, ""DT"": 1, ""NNPS"": 1, ""JJ#NN"": 1, ""DT#JJ#NNP#NN"": 1}, ""VP"": {""VBZ#NP"": 2, ""VBG#NP"": 1, ""VBP#NP#PRT"": 1, ""VBZ#SBAR"": 1, ""VB#PRT#PP"": 1, ""MD#RB#VP"": 1}, ""SBAR"": {""S"": 2, ""WHADVP#S"": 1}, ""PRN"": {""-LRB-#NP#-RRB-"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}, ""WHADVP"": {""WRB"": 1}, ""PRT"": {""RP"": 2}}",0.104,0.811,0.085,"{"","": 9, ""A"": 4, ""N"": 7, ""P"": 4, ""^"": 10, ""$"": 2, ""D"": 4, ""V"": 6, ""L"": 1, ""R"": 1, ""O"": 3, ""T"": 2, ""!"": 1}","['{"","": 9, ""A"": 4, ""N"": 7, ""P"": 4, ""^"": 10, ""$"": 2, ""D"": 4, ""V"": 6, ""L"": 1, ""R"": 1, ""O"": 3, ""T"": 2, ""!"": 1}']"
"4/ Beto is near the top of the VPOTUS rankings right now, as certain top POTUS candidates (Biden and Sanders) have zero chance of being in that spot and *most* consider a Warren/Harris or Harris/Warren ticket unlikely (not that it should be). Beto is therefore in a good position.",280,49,1,30,16,1,0,0,0,0,,"{""NP"": {""CD"": 1, ""DT#NNP#NNS"": 1, ""JJ#JJ#NNP#NNS"": 1, ""NNP#CC#NNP"": 1, ""NP#PRN"": 1, ""CD#NN"": 1, ""JJS#NNS"": 1, ""DT#NNP#CC#NNP#NN"": 1, ""DT#JJ#NN"": 1}, ""PP"": {""IN#S"": 1}, ""ADVP"": {""RB#RB"": 1, ""ADVP#,#SBAR"": 1}, ""PRN"": {""-LRB-#NP#-RRB-"": 1, ""-LRB-#SBAR#-RRB-"": 1}, ""VP"": {""VBG#PP"": 1, ""VBP#NP"": 1, ""VB"": 1, ""MD#VP"": 1, ""VBP#S#PRN"": 1, ""VBZ#PP#ADVP"": 1, ""VBZ#ADVP#PP"": 1}, ""S"": {""NP#ADJP"": 1}, ""SBAR"": {""IN#S"": 1, ""RB#IN#S"": 1, ""X#S"": 1, ""SBAR#CC#SBAR"": 1}, ""X"": {""SYM"": 1}, ""ADJP"": {""JJ"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,0.798,0.202,"{"","": 10, ""^"": 8, ""V"": 7, ""P"": 6, ""D"": 5, ""N"": 7, ""R"": 6, ""A"": 4, ""&"": 3, ""$"": 1, ""O"": 1}","['{"","": 10, ""^"": 8, ""V"": 7, ""P"": 6, ""D"": 5, ""N"": 7, ""R"": 6, ""A"": 4, ""&"": 3, ""$"": 1, ""O"": 1}']"
3/ So we get nonsensical articles that simultaneously make Beto look weak *and* selfish while *also* proposing he make what would beif either of those assertions were truea *pointless* Senate bid against Cornyn. The journalism is incoherent because of media animus against Beto.,278,43,1,19,16,1,0,0,0,0,,"{""NP"": {""CD"": 1, ""JJ#NNS"": 2, ""DT"": 1, ""DT#NNS"": 1, ""NNS#NNS"": 1}, ""WHNP"": {""WDT"": 1, ""WP"": 1}, ""VP"": {""VBP#NP"": 1, ""VBP#SBAR"": 1, ""MD#VP"": 1, ""VB#SBAR"": 1, ""VBG#S"": 2, ""VBG#SBAR"": 1, ""VBD#PP"": 1, ""VBN#X"": 1, ""VBD#VP"": 1, ""VBP#NP#SBAR"": 1, ""VBZ#ADJP"": 1}, ""S"": {""ADVP#VP"": 2, ""S#VP"": 1, ""CC#NP#VP"": 1}, ""SBAR"": {""S"": 1, ""WHNP#S"": 2, ""IN#X"": 1, ""X#S"": 2, ""SBAR#CC#SBAR"": 1}, ""X"": {""SYM"": 4, ""X#S"": 1, ""X#ADJP"": 1}, ""PP"": {""IN#PP"": 1}, ""ADJP"": {""JJ"": 1, ""ADJP#SBAR"": 1, ""JJ#PP"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.128,0.872,0.0,"{""$"": 1, ""P"": 8, ""O"": 3, ""V"": 9, ""A"": 5, ""N"": 7, ""R"": 2, ""^"": 4, "","": 8, ""&"": 1, ""D"": 3}","['{""$"": 1, ""P"": 8, ""O"": 3, ""V"": 9, ""A"": 5, ""N"": 7, ""R"": 2, ""^"": 4, "","": 8, ""&"": 1, ""D"": 3}']"
"2/ The whole ""Beto-for-Senate"" trope is *predicated* on Beto being an *incredibly* attractive Democratic candidate in a place no Democrat has been able to win in years and years. Yet somehow the ""Beto-for-Senate"" trope *as it plays out in media* suggests he's a sh*tty candidate.",279,45,1,24,16,1,0,0,0,0,,"{""NP"": {""CD"": 1, ""DT#JJ#``#NN#NN"": 1, ""DT#X"": 1, ""JJ#JJ#NN"": 1, ""DT#NNP"": 1, ""NNS#CC#NNS"": 1, ""NP#VP"": 2, ""DT#``#JJ#NN"": 1, ""NP#X"": 1, ""DT#JJ#NN"": 1}, ""X"": {""SYM"": 4, ""X#NP"": 1, ""X#PP"": 1}, ""VP"": {""VB#PP"": 1, ""VBN#ADJP"": 1, ""VBZ#VP"": 1, ""NP#ADJP"": 1, ""VBG#VP"": 1, ""VBN#X"": 1, ""VBZ#ADVP#VP"": 1, ""VBZ#PRT#PP"": 1, ""VBG#SBAR"": 1, ""VBZ#NP"": 1, ""VBZ#SBAR"": 1}, ""S"": {""CC#ADVP#NP#VP#."": 1}, ""ADJP"": {""JJ#S"": 1, ""RB#SBAR"": 1}, ""SBAR"": {""X#S"": 1, ""IN#S"": 1, ""S"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}, ""PRT"": {""RP"": 1}}",0.044,0.782,0.174,"{""$"": 1, ""D"": 6, ""A"": 5, "","": 12, ""^"": 3, ""N"": 9, ""V"": 8, ""P"": 6, ""R"": 3, ""&"": 1, ""O"": 1, ""T"": 1, ""L"": 1}","['{""$"": 1, ""D"": 6, ""A"": 5, "","": 12, ""^"": 3, ""N"": 9, ""V"": 8, ""P"": 6, ""R"": 3, ""&"": 1, ""O"": 1, ""T"": 1, ""L"": 1}']"
"1/ In the article as it stands, Beto is an embarrassing failure, and yetin a way the article somehow *never really explains*it makes a ton of sense for him to run against a very popular Texas senator. Why the odd framing? Because media *doesn't want to compliment Beto*. Ever.",276,49,1,26,16,1,0,0,0,0,,"{""NP"": {""CD"": 1, ""NP#SBAR"": 1, ""DT#JJ#NN"": 2, ""NP#NP#ADVP"": 1, ""NP#X"": 2, ""DT#ADJP#NNP#NN"": 1}, ""VP"": {""VBZ"": 1, ""VBZ#NP"": 1, ""VBN#NP#ADVP"": 1, ""VB#PP"": 2, ""VBZ#SBAR"": 1, ""VBZ#S"": 1, ""VBZ#RB#VP"": 1}, ""S"": {""PP#,#NP#VP"": 1, ""SBAR"": 1, ""S#ADVP#VP"": 1, ""S#,#CC#S"": 1, ""PP#NP#VP#."": 1}, ""SBAR"": {""IN#S"": 1, ""NP#IN#S"": 1, ""X#S"": 1}, ""X"": {""SYM"": 3}, ""ADJP"": {""RB#JJ"": 1}, ""FRAG"": {""NP#:#S#."": 1, ""WHADVP#NP#."": 1, ""ADVP#."": 1}, ""ROOT"": {""FRAG"": 3}, ""WHADVP"": {""WRB"": 1}}",0.217,0.726,0.056,"{""$"": 1, ""P"": 8, ""D"": 7, ""N"": 9, ""O"": 2, ""V"": 9, "","": 9, ""^"": 3, ""A"": 3, ""&"": 1, ""R"": 6}","['{""$"": 1, ""P"": 8, ""D"": 7, ""N"": 9, ""O"": 2, ""V"": 9, "","": 9, ""^"": 3, ""A"": 3, ""&"": 1, ""R"": 6}']"
Imagine a media that *didn't* detest Beto. The hed/subhed of this piececonsistent with its contentwould've been: HED: O'Rourke Returns to Campaign Trail Amid Public Demands for Him to Run for Senate in Texas SUBHED: Analysts Say Beto Could Win Texas Senate Seat for Democrats,275,44,1,21,16,1,0,0,1,0,,"{""NP"": {""DT#NNS"": 1, ""SQ#VP"": 1, ""NP#:#NP"": 2, ""NNP#NNP#NNP"": 1, ""NNPS"": 1}, ""X"": {""SYM"": 1, ""X#NP"": 1}, ""SQ"": {""VBD#RB#NP"": 1}, ""VP"": {""VB#NP#SBAR"": 1, ""VBN"": 1, ""VBP#VP"": 1, ""MD#VP"": 1}, ""SBAR"": {""IN#X"": 1}, ""S"": {""VP#."": 1, ""FRAG#NP#VP"": 1, ""S#:#S"": 1}, ""FRAG"": {""NP#PP#PP"": 1}}",0.0,0.917,0.083,"{""V"": 9, ""D"": 3, ""N"": 9, ""P"": 10, "","": 6, ""^"": 11, ""L"": 1, ""O"": 1}","['{""V"": 9, ""D"": 3, ""N"": 9, ""P"": 10, "","": 6, ""^"": 11, ""L"": 1, ""O"": 1}']"
This is very cool (h/t Jesse Damiani),37,7,1,5,16,1,0,1,1,0,,"{""NP"": {""DT"": 1, ""NNP#NNP#NNP"": 1}, ""ADJP"": {""RB#JJ"": 1}, ""PRN"": {""-LRB-#NP#-RRB-"": 1}, ""VP"": {""VBZ#ADJP#PRN"": 1}}",0.0,0.698,0.302,"{""O"": 1, ""V"": 2, ""R"": 1, ""A"": 1, "","": 2, ""^"": 2}","['{""O"": 1, ""V"": 2, ""R"": 1, ""A"": 1, "","": 2, ""^"": 2}']"
"There is animus being attributed to Christian core beliefs. And where thats coming from is the left. OR, you could *read the New Testament*, in which Jesus preaches a worldview for which Trump drips with a venomous contempt. Can we stop calling these people religious already?",276,46,1,19,14,1,0,0,1,0,,"{""NP"": {""EX"": 1, ""JJ#NN#NNS"": 1, ""NP#VP"": 1, ""DT#NNP#NN#NN"": 1, ""DT#JJ#NN"": 1, ""NP#SBAR"": 1, ""NP#,#SBAR"": 1, ""DT#NNS#NN"": 1}, ""PP"": {""IN"": 1}, ""VP"": {""VBN#PP"": 1, ""VBG#VP"": 1, ""VBZ#NP"": 3, ""VBG#PP"": 1, ""VBZ#S"": 1, ""VBZ#PP"": 1, ""MD#ADVP#VP"": 1, ""VBG#NP#ADVP"": 1, ""VB#S"": 1}, ""S"": {""CC#SBAR#VP#."": 1, ""ADVP#,#NP#VP#."": 1}, ""ROOT"": {""SQ"": 1}, ""WHADVP"": {""WRB"": 1}, ""SBAR"": {""WHADVP#S"": 1, ""WHPP#S"": 2}, ""WHNP"": {""WDT"": 2}, ""WHPP"": {""IN#WHNP"": 2}, ""SQ"": {""MD#NP#VP#."": 1}}",0.125,0.875,0.0,"{""X"": 1, ""V"": 12, ""N"": 8, ""P"": 5, ""^"": 3, "","": 8, ""&"": 2, ""R"": 2, ""L"": 1, ""D"": 7, ""O"": 2, ""A"": 3}","['{""X"": 1, ""V"": 12, ""N"": 8, ""P"": 5, ""^"": 3, "","": 8, ""&"": 2, ""R"": 2, ""L"": 1, ""D"": 7, ""O"": 2, ""A"": 3}']"
"Fixed your headline for you, The Washington Post: ""After Our Count Shows That Donald Trump Lies Ninety-One Times Per Week, He Tries to Turn Biden's Occasional Gaffes Into a Campaign Liability""",192,31,1,13,14,1,0,1,1,0,,"{""NP"": {""DT#NNP#NNP"": 2, ""DT#NNP#NNP#NNPS#NNP#NNP#IN#NNP"": 1, ""NNP#POS"": 1, ""NP#NNP#NNP"": 1, ""NP#:#``#S"": 1}, ""PP"": {""NNP#NP"": 1}, ""VP"": {""VBZ#NP"": 1, ""VBZ#S"": 1, ""VB#NP#PP#,#NP"": 1}, ""S"": {""SBAR#,#NP#VP"": 1}, ""SBAR"": {""IN#S"": 1}}",0.141,0.859,0.0,"{""V"": 4, ""D"": 5, ""N"": 8, ""P"": 5, ""O"": 2, "","": 5, ""^"": 4, ""$"": 1, ""Z"": 1, ""A"": 1}","['{""V"": 4, ""D"": 5, ""N"": 8, ""P"": 5, ""O"": 2, "","": 5, ""^"": 4, ""$"": 1, ""Z"": 1, ""A"": 1}']"
"(And the alternate version, both of them earned by a hard-fought life that ended abruptly at age 36):",101,18,1,12,5,1,0,0,1,0,,"{""NP"": {""CC#DT#JJS#NN"": 1, ""NP#PRN"": 1, ""DT#JJ#NN"": 1, ""NP#SBAR"": 1, ""NN#CD"": 1}, ""ADVP"": {""DT"": 1}, ""PRN"": {"",#ADVP#PP"": 1}, ""WHNP"": {""WDT"": 1}, ""VP"": {""VBD#ADVP"": 1, ""VBD#PP#PP#-RRB-"": 1}, ""S"": {""-LRB-#NP#VP#:"": 1}, ""SBAR"": {""WHNP#S"": 1}}",0.0,1.0,0.0,"{"","": 3, ""&"": 1, ""D"": 2, ""A"": 2, ""N"": 3, ""O"": 2, ""P"": 4, ""V"": 2, ""R"": 1, ""$"": 1}","['{"","": 3, ""&"": 1, ""D"": 2, ""A"": 2, ""N"": 3, ""O"": 2, ""P"": 4, ""V"": 2, ""R"": 1, ""$"": 1}']"
"A particularly angry day. Going to try to relax with this cruelly forgotten song, not thinking about the fact that Gene died the year it was released (1971). Goodnight, all.",173,30,1,18,5,1,0,0,1,0,,"{""ADJP"": {""RB#JJ"": 1}, ""NP"": {""DT#ADJP#NN"": 1, ""NP#VP"": 1, ""CD"": 1, ""DT"": 1, ""NP#,#NP#."": 1}, ""FRAG"": {""NP#."": 1}, ""ROOT"": {""FRAG"": 1, ""NP"": 1}, ""VP"": {""VBN#NP"": 1, ""VB#PP"": 1, ""VB#S"": 1, ""VBG#S"": 1, ""VBD#NP"": 1, ""VBG#PP#SBAR"": 1, ""VP#,#RB#VP"": 1, ""VBN#PRN"": 1, ""VBD#VP"": 1}, ""S"": {""S#NP#VP#."": 1}, ""SBAR"": {""IN#S"": 1}, ""PRN"": {""-LRB-#NP#-RRB-"": 1}}",0.324,0.603,0.073,"{""D"": 4, ""R"": 3, ""A"": 1, ""N"": 4, "","": 7, ""V"": 8, ""P"": 5, ""^"": 1, ""O"": 1, ""$"": 1, ""!"": 1, ""X"": 1}","['{""D"": 4, ""R"": 3, ""A"": 1, ""N"": 4, "","": 7, ""V"": 8, ""P"": 5, ""^"": 1, ""O"": 1, ""$"": 1, ""!"": 1, ""X"": 1}']"
"There's a reason the Penguin's henchmen never got their own TV show It's the same reason America doesn't elect mere footsoldiers to the Senate A fiercely independent state needs fiercely independent leaders, not Thug in the episode where Batman finishes off 34 in &lt;2 minutes",277,45,1,20,5,1,0,0,1,0,,"{""NP"": {""EX"": 1, ""DT#NNP#POS"": 1, ""NP#NN"": 1, ""PRP$#JJ#NN"": 1, ""DT#JJ#NN"": 1, ""JJ#NNS"": 1, ""DT#NNP"": 1, ""DT#ADJP#NN"": 1, ""ADJP#NNS"": 1, ""NP#,#VP"": 1, ""CD"": 1, ""QP#NNS"": 1, ""NP#SBAR"": 2}, ""ADJP"": {""RB#JJ"": 2}, ""VP"": {""RB#VBG#PP"": 1, ""VBZ#NP"": 3, ""VBZ#PRT#NP"": 1, ""VB#NP#PP#SBAR#SBAR"": 1, ""VBZ#RB#VP"": 1, ""VBP#SBAR"": 1, ""VBD#SBAR"": 1}, ""S"": {""NP#ADVP#VP"": 1}, ""SBAR"": {""S"": 5, ""WHADVP#S"": 1}, ""WHADVP"": {""WRB"": 1}, ""PRT"": {""RP"": 1}, ""QP"": {""CD#CD"": 1}}",0.0,1.0,0.0,"{""L"": 2, ""D"": 7, ""N"": 12, ""Z"": 1, ""R"": 5, ""V"": 5, ""A"": 5, ""^"": 2, ""P"": 3, "","": 1, ""T"": 1, ""$"": 2, ""~"": 1}","['{""L"": 2, ""D"": 7, ""N"": 12, ""Z"": 1, ""R"": 5, ""V"": 5, ""A"": 5, ""^"": 2, ""P"": 3, "","": 1, ""T"": 1, ""$"": 2, ""~"": 1}']"
@TheWanderlust04 Brian Archibald Google it,42,5,1,1,5,1,0,1,0,0,,"{""NP"": {""JJ#NNP#NNP#NNP"": 1}, ""FRAG"": {""NP#NP"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""^"": 3, ""O"": 1}","['{""@"": 1, ""^"": 3, ""O"": 1}']"
BREAKING NEWS: Epstein Guards Believed to Have Falsified Their Prison Logs,74,11,1,3,5,1,0,0,1,0,,"{""NP"": {""NNP#NNPS#NNP"": 1, ""PRP$#NN#NNS"": 1, ""NP#SBAR"": 1, ""NP#:#NP"": 1}, ""VP"": {""VBN#NP"": 1, ""VB#VP"": 1}, ""SBAR"": {""S"": 1}, ""ROOT"": {""NP"": 1}}",0.396,0.604,0.0,"{""V"": 4, ""N"": 4, "","": 1, ""^"": 1, ""P"": 1, ""D"": 1}","['{""V"": 4, ""N"": 4, "","": 1, ""^"": 1, ""P"": 1, ""D"": 1}']"
"4/ If you took a ziploc baggie of gym candy and wrapped it in a cheap suit and sent it out into the world to sexually and physically assault women and dodge federal subpoenas you'd have Corey Lewandowski, but other than that I've no opinion on this rage-filled wannabe New Yorker",279,51,1,30,4,1,0,0,0,0,,"{""NP"": {""CD"": 1, ""DT#JJ#NN"": 2, ""NN#NN"": 1, ""RB#CC#RB"": 1, ""NN#NNS"": 1, ""JJ#NNS"": 1, ""DT"": 1, ""DT#JJ#NN#NNP#NNP"": 1}, ""VP"": {""VBD#NP"": 1, ""VBD#NP#PP"": 1, ""VBD#NP#PRT#PP#PP"": 1, ""VP#CC#VP#NP"": 1, ""VBP#NP"": 2, ""VP#CC#VP"": 2, ""MD#VP"": 1}, ""PRT"": {""RP"": 1}, ""S"": {""SBAR#NP#VP"": 1, ""ADVP#NP#VP"": 1, ""S#,#CC#S"": 1}, ""SBAR"": {""IN#S"": 1}, ""ADVP"": {""JJ#PP"": 1}, ""FRAG"": {""NP#:#S"": 1}, ""ROOT"": {""FRAG"": 1}}",0.1,0.9,0.0,"{"","": 2, ""P"": 7, ""O"": 4, ""V"": 5, ""D"": 5, ""A"": 6, ""N"": 11, ""&"": 5, ""T"": 1, ""R"": 2, ""L"": 2, ""^"": 2}","['{"","": 2, ""P"": 7, ""O"": 4, ""V"": 5, ""D"": 5, ""A"": 6, ""N"": 11, ""&"": 5, ""T"": 1, ""R"": 2, ""L"": 2, ""^"": 2}']"
3/ Corey Lewandowski is the sort of guy who gets in a fistfight in the doorway of the Oval Office and sadly *that's not a metaphor*,131,26,1,18,4,1,0,0,1,0,,"{""NP"": {""CD"": 1, ""DT#NNP#NNP"": 1, ""NP#PP#SBAR"": 1, ""DT"": 1, ""DT#NN#NN"": 1}, ""WHNP"": {""WP"": 1}, ""VP"": {""VBZ#PP"": 1, ""VBZ#NP"": 1, ""VBZ#RB#NP"": 1}, ""SBAR"": {""WHNP#S"": 1, ""X#S"": 1}, ""FRAG"": {""NP#:#S"": 1, ""ADVP#SBAR"": 1, ""FRAG#CC#FRAG"": 1}, ""X"": {""SYM"": 1}, ""ROOT"": {""FRAG"": 1}}",0.109,0.891,0.0,"{""G"": 1, ""^"": 2, ""V"": 2, ""D"": 5, ""N"": 7, ""P"": 4, ""O"": 1, ""&"": 1, ""R"": 2, "","": 2, ""L"": 1}","['{""G"": 1, ""^"": 2, ""V"": 2, ""D"": 5, ""N"": 7, ""P"": 4, ""O"": 1, ""&"": 1, ""R"": 2, "","": 2, ""L"": 1}']"
